status;price;bed;bath;acre_lot;city;state;zip_code;house_size;sold_date
for_sale;185000;3;2;;Guaynabo;Puerto Rico;969;1436;
for_sale;180000;3;3;;Guaynabo;Puerto Rico;969;2080;
for_sale;67000;7;3;0.06;Caguas;Puerto Rico;725;1410;
for_sale;185000;4;2;0.34;San Lorenzo;Puerto Rico;754;1100;
for_sale;97000;3;1;0.06;Caguas;Puerto Rico;725;2447;
for_sale;85800;3;1;0.12;Bayamon;Puerto Rico;957;810;
for_sale;118000;3;2;0.09;Cidra;Puerto Rico;739;920;
for_sale;93300;3;1;0.3;San Juan;Puerto Rico;924;900;
for_sale;79000;3;2;0.04;Bayamon;Puerto Rico;956;1039;
for_sale;93500;6;5;0.14;Juncos;Puerto Rico;777;2790;
for_sale;83100;3;2;;Caguas;Puerto Rico;725;1100;
for_sale;98400;3;3;0.17;Cidra;Puerto Rico;739;14000;
for_sale;145000;4;2;0.09;San Juan;Puerto Rico;926;1000;
for_sale;148000;3;2;;Guaynabo;Puerto Rico;969;1500;
for_sale;250000;3;3;0.74;Juncos;Puerto Rico;777;2200;
for_sale;2985000;7;6;0.54;Guaynabo;Puerto Rico;969;7920;
for_sale;165000;6;3;0.09;Bayamón;Puerto Rico;959;1764;
for_sale;25000;;;0.12;Guayama;Puerto Rico;784;;
for_sale;1350000;5;5;0.25;Guaynabo;Puerto Rico;969;4120;
for_sale;357000;;;35.11;Salinas;Puerto Rico;751;;
for_sale;269000;;;5.16;Cayey;Puerto Rico;736;;
for_sale;90000;;;0.25;Cayey;Puerto Rico;736;;
for_sale;585000;;;2.05;Toa Alta;Puerto Rico;953;;
for_sale;198000;;;0.75;Guaynabo;Puerto Rico;969;;
for_sale;2850000;;;150;Gurabo;Puerto Rico;778;;
for_sale;118800;3;2;0.27;Bayamon;Puerto Rico;959;1390;
for_sale;127600;6;4;0.25;Bayamon;Puerto Rico;961;2705;
for_sale;110000;3;2;0.15;Bayamon;Puerto Rico;957;1197;
for_sale;85000;7;3;0.09;Caguas;Puerto Rico;925;2087;
for_sale;65000;2;1;;Bayamon;Puerto Rico;956;699;
for_sale;210000;7;4;0.12;Cayey;Puerto Rico;736;3800;
for_sale;319900;4;3;0.16;Guaynabo;Puerto Rico;969;2308;
for_sale;150000;3;2;;Guaynabo;Puerto Rico;969;1285;
for_sale;65000;;;3.88;Cayey;Puerto Rico;736;;
for_sale;265000;3;2;0.11;Guaynabo;Puerto Rico;969;1896;
for_sale;117500;3;2;;Bayamon;Puerto Rico;957;1300;
for_sale;50000;;;0.32;Caguas;Puerto Rico;725;;
for_sale;89000;3;1;;Caguas;Puerto Rico;725;907;
for_sale;110100;3;2;0.06;Toa Alta;Puerto Rico;;1126;
for_sale;550000;5;5;0.13;Guaynabo;Puerto Rico;969;3240;
for_sale;135000;3;2;;Bayamon;Puerto Rico;961;1453;
for_sale;110000;2;1;0.07;Caguas;Puerto Rico;725;953;
for_sale;302400;7;5;0.5;Caguas;Puerto Rico;725;3312;
for_sale;210000;4;3;;Guaynabo;Puerto Rico;969;1660;
for_sale;135000;3;2;;Bayamon;Puerto Rico;956;1224;
for_sale;127000;3;2;0.13;Bayamon;Puerto Rico;956;1300;
for_sale;18900;;;0.58;Caguas;Puerto Rico;725;;
for_sale;142500;3;1;0.09;Caguas;Puerto Rico;725;920;
for_sale;115000;3;2;;Guaynabo;Puerto Rico;969;952;
for_sale;1750000;6;3;0.25;San Juan;Puerto Rico;926;5700;
for_sale;498000;;;6.02;San Juan;Puerto Rico;926;;
for_sale;60000;;;0.28;Caguas;Puerto Rico;727;;
for_sale;90000;;;3.22;San Lorenzo;Puerto Rico;754;;
for_sale;900000;5;2;0.97;San Juan;Puerto Rico;926;3500;
for_sale;325000;;;0.73;San Juan;Puerto Rico;926;;
for_sale;85000;;;0.8;Guaynabo;Puerto Rico;971;;
for_sale;645000;;;41.71;Gurabo;Puerto Rico;778;;
for_sale;250000;;;31.16;Cayey;Puerto Rico;737;;
for_sale;950000;;;74.84;Gurabo;Puerto Rico;778;;
for_sale;140000;;;0.31;Guaynabo;Puerto Rico;971;;
for_sale;3400000;;;4.97;Caguas;Puerto Rico;726;;
for_sale;66000;3;2;0.3;Caguas;Puerto Rico;725;1777;
for_sale;75100;3;2;0.67;Yabucoa;Puerto Rico;767;857;
for_sale;75000;3;1;0.8;Guayama;Puerto Rico;784;952;
for_sale;105000;4;4;0.09;Caguas;Puerto Rico;725;1280;
for_sale;76000;3;2;0.97;Gurabo;Puerto Rico;778;906;
for_sale;67000;3;1;0.1;Guayama;Puerto Rico;784;800;
for_sale;195000;6;3;0.22;Bayamon;Puerto Rico;956;1240;
for_sale;295000;3;5;0.39;Bayamon;Puerto Rico;959;2608;
for_sale;220000;11;5;1.34;Cayey;Puerto Rico;736;2100;
for_sale;49000;3;2;0.13;Patillas;Puerto Rico;723;900;
for_sale;83500;4;2;0.08;Bayamon;Puerto Rico;956;1822;
for_sale;149000;8;5;0.08;Bayamon;Puerto Rico;956;2364;
for_sale;149000;3;2;0.1;Cayey;Puerto Rico;736;1450;
for_sale;285000;4;2;0.48;Guaynabo;Puerto Rico;965;1700;
for_sale;120600;3;2;;Guaynabo;Puerto Rico;969;1102;
for_sale;495000;5;3;0.37;Bayamón;Puerto Rico;957;3154;
for_sale;190000;3;3;0.1;Cayey;Puerto Rico;736;1700;
for_sale;175000;4;2;0.08;Bayamon;Puerto Rico;959;1480;
for_sale;104200;4;2;0.09;Bayamon;Puerto Rico;956;1254;
for_sale;105100;3;2;;Toa Alta;Puerto Rico;953;1318;
for_sale;110100;3;2;0.29;Caguas;Puerto Rico;725;1152;
for_sale;106000;4;2;0.08;Guayama;Puerto Rico;784;1050;
for_sale;125000;6;3;0.08;Bayamon;Puerto Rico;956;1625;
for_sale;78000;3;1;;Caguas;Puerto Rico;727;892;
for_sale;1800000;5;3;0.5;Guaynabo;Puerto Rico;966;5600;
for_sale;1500000;5;4;0.89;Cayey;Puerto Rico;736;6000;
for_sale;28500;;;0.1;Guayama;Puerto Rico;784;;
for_sale;89000;3;1;;San Juan;Puerto Rico;926;850;
for_sale;410000;4;3;0.12;Guaynabo;Puerto Rico;966;1700;
for_sale;1300000;;;15.64;Cayey;Puerto Rico;736;;
for_sale;110000;;;0.67;Guaynabo;Puerto Rico;969;;
for_sale;50000;;;0.26;Cidra;Puerto Rico;739;;
for_sale;300000;;;8.9;San Juan;Puerto Rico;928;;
for_sale;83000;;;0.97;Cayey;Puerto Rico;737;;
for_sale;120000;;;1.33;Guaynabo;Puerto Rico;971;;
for_sale;100000;;;1.32;Bayamon;Puerto Rico;961;;
for_sale;58000;2;2;;San Juan;Puerto Rico;907;819;
for_sale;97000;3;2;0.21;Juncos;Puerto Rico;777;802;
for_sale;90000;3;1;0.05;Catano;Puerto Rico;962;800;
for_sale;135000;6;3;0.06;San Juan;Puerto Rico;920;3466;
for_sale;125000;2;2;;San Juan;Puerto Rico;917;921;
for_sale;475200;4;2;;San Juan;Puerto Rico;907;2834;
for_sale;6750000;;;0.19;San Juan;Puerto Rico;911;;
for_sale;85000;3;2;;Trujillo Alto;Puerto Rico;976;992;
for_sale;55000;2;1;;San Juan;Puerto Rico;921;700;
for_sale;56700;2;1;0.05;Catano;Puerto Rico;962;1025;
for_sale;120000;3;2;0.09;Juncos;Puerto Rico;777;1160;
for_sale;139000;7;5;0.09;San Juan;Puerto Rico;924;2321;
for_sale;139000;3;2;;Carolina;Puerto Rico;983;1454;
for_sale;127000;3;2;0.1;Trujillo Alto;Puerto Rico;976;1050;
for_sale;675000;3;1;;Old San Juan;Puerto Rico;926;2037;
for_sale;106100;3;1;0.12;Toa Baja;Puerto Rico;949;1000;
for_sale;105000;2;1;;San Juan;Puerto Rico;925;807;
for_sale;73000;3;1;0.05;Catano;Puerto Rico;962;872;
for_sale;1820000;6;4;0.12;San Juan;Puerto Rico;911;2295;
for_sale;125000;3;1;;San Juan;Puerto Rico;918;1106;
for_sale;98500;3;2;;Trujillo Alto;Puerto Rico;967;1200;
for_sale;80000;6;1;0.21;San Juan;Puerto Rico;920;756;
for_sale;69900;3;2;0.02;Juncos;Puerto Rico;777;720;
for_sale;101000;5;2;0.08;Carolina;Puerto Rico;987;1700;
for_sale;96000;4;2;0.04;San Juan;Puerto Rico;915;1357;
for_sale;195000;2;2;0.97;Rio Grande;Puerto Rico;745;1441;
for_sale;95000;6;3;0.07;San Juan;Puerto Rico;920;1841;
for_sale;110000;3;2;1.15;Toa Baja;Puerto Rico;949;1166;
for_sale;85000;1;1;0.09;Toa Baja;Puerto Rico;949;3767;
for_sale;85000;3;1;;San Juan;Puerto Rico;924;722;
for_sale;200000;3;2;;Guaynabo;Puerto Rico;969;1228;
for_sale;749000;4;3;0.12;San Juan;Puerto Rico;907;3750;
for_sale;750000;8;7;0.07;San Juan;Puerto Rico;907;2500;
for_sale;90000;3;2;0.93;Carolina;Puerto Rico;979;1200;
for_sale;105000;3;2;;Trujillo Alto;Puerto Rico;976;1181;
for_sale;74900;2;1;3.4;Trujillo Alto;Puerto Rico;926;850;
for_sale;200000;4;2;0.07;San Juan;Puerto Rico;920;1200;
for_sale;119000;3;2;;San Juan;Puerto Rico;926;1204;
for_sale;123900;3;2;0.08;Carolina;Puerto Rico;979;777;
for_sale;250000;4;3;0.1;Guaynabo;Puerto Rico;966;2700;
for_sale;110000;3;1;0.04;San Juan;Puerto Rico;926;900;
for_sale;69000;3;1;;San Juan;Puerto Rico;926;809;
for_sale;850000;8;6;0.12;San Juan;Puerto Rico;909;4111;
for_sale;179000;2;2;;San Juan;Puerto Rico;927;1008;
for_sale;385000;3;2;0.18;San Juan;Puerto Rico;926;1200;
for_sale;49000;;;0.86;Ceiba;Puerto Rico;735;;
for_sale;30000;;;0.15;Juncos;Puerto Rico;777;;
for_sale;120000;3;1;;San Juan;Puerto Rico;920;806;
for_sale;1600000;3;2;0.04;San Juan;Puerto Rico;901;3176;
for_sale;112500;4;3;0.09;Fajardo;Puerto Rico;738;3500;
for_sale;68100;3;2;2.57;Carolina;Puerto Rico;983;1264;
for_sale;140000;3;2;0.55;Trujillo Alto;Puerto Rico;976;1816;
for_sale;66500;3;1;0.07;San Juan;Puerto Rico;907;1374;
for_sale;43000;2;1;0.06;San Juan;Puerto Rico;915;616;
for_sale;75000;2;1;;Bayamon;Puerto Rico;961;721;
for_sale;215000;2;1;0.15;San Juan;Puerto Rico;909;598;
for_sale;495000;4;4;0.06;San Juan;Puerto Rico;911;2634;
for_sale;120000;3;2;;Trujillo Alto;Puerto Rico;976;1200;
for_sale;72900;3;2;;Toa Baja;Puerto Rico;949;1300;
for_sale;128300;3;2;;San Juan;Puerto Rico;926;1265;
for_sale;114900;3;2;0.07;Trujillo Alto;Puerto Rico;926;900;
for_sale;99000;3;2;;San Juan;Puerto Rico;926;997;
for_sale;1100000;7;6;0.32;Trujillo Alto;Puerto Rico;976;5508;
for_sale;95500;1;1;;San Juan;Puerto Rico;920;577;
for_sale;165000;;;0.19;San Juan;Puerto Rico;926;;
for_sale;135300;5;2;0.08;Bayamon;Puerto Rico;958;2000;
for_sale;72000;3;2;0.08;Toa Baja;Puerto Rico;949;1260;
for_sale;51450;3;1;0.04;San Juan;Puerto Rico;915;786;
for_sale;52500;3;1;;Caguas;Puerto Rico;725;848;
for_sale;91500;6;3;0.06;San Juan;Puerto Rico;921;2016;
for_sale;56000;3;1;0.04;San Juan;Puerto Rico;915;725;
for_sale;86450;3;3;0.06;San Juan;Puerto Rico;920;1340;
for_sale;69000;3;1;0.06;Cayey;Puerto Rico;736;750;
for_sale;109400;3;2;1.18;Bayamon;Puerto Rico;959;1390;
for_sale;175000;4;2;0.08;San Juan;Puerto Rico;920;1204;
for_sale;145000;3;2;0.32;Bayamon;Puerto Rico;959;1200;
for_sale;160000;3;1;0.09;Bayamon;Puerto Rico;961;1000;
for_sale;219000;6;4;0.12;San Juan;Puerto Rico;917;2503;
for_sale;135000;2;2;;San Juan;Puerto Rico;907;1203;
for_sale;150000;3;2;0.08;Toa Alta;Puerto Rico;953;992;
for_sale;125000;3;2;;San Juan;Puerto Rico;918;;
for_sale;399000;4;2;;Guaynabo;Puerto Rico;971;2700;
for_sale;74400;3;1;;San Juan;Puerto Rico;920;845;
for_sale;87000;3;1;;Bayamon;Puerto Rico;960;975;
for_sale;240000;6;4;0.12;San Juan;Puerto Rico;918;3498;
for_sale;125000;3;1;0.16;Trujillo Alto;Puerto Rico;976;567;
for_sale;139500;3;2;;Trujillo Alto;Puerto Rico;976;1300;
for_sale;134000;3;2;0.94;San Juan;Puerto Rico;926;1288;
for_sale;115000;3;2;0.03;Toa Baja;Puerto Rico;949;1250;
for_sale;329000;3;1;0.74;San Juan;Puerto Rico;918;2500;
for_sale;184000;;;0.02;San Juan;Puerto Rico;907;;
for_sale;1500000;;;2.29;Catano;Puerto Rico;962;;
for_sale;1382000;;;0.91;San Juan;Puerto Rico;923;;
for_sale;161000;3;3;0.49;Guaynabo;Puerto Rico;965;2372;
for_sale;92500;3;1;0.17;Toa Alta;Puerto Rico;953;1027;
for_sale;99900;3;2;;Trujillo Alto;Puerto Rico;976;1174;
for_sale;73400;3;1;0.08;Toa Baja;Puerto Rico;949;950;
for_sale;135000;4;2;0.09;San Juan;Puerto Rico;927;1644;
for_sale;89500;3;1;;Bayamon;Puerto Rico;961;939;
for_sale;91000;3;2;;Trujillo Alto;Puerto Rico;976;998;
for_sale;150000;3;2;0.2;Toa Alta;Puerto Rico;953;1290;
for_sale;165000;3;2;;Guaynabo;Puerto Rico;966;1445;
for_sale;92000;3;2;0.09;Cidra;Puerto Rico;739;930;
for_sale;114000;3;1;0.06;Trujillo Alto;Puerto Rico;976;827;
for_sale;85000;3;1;0.03;Toa Baja;Puerto Rico;949;;
for_sale;228000;3;2;0.06;Guaynabo;Puerto Rico;965;1953;
for_sale;140000;4;2;0.09;Toa Alta;Puerto Rico;949;1225;
for_sale;116000;3;1;;Bayamon;Puerto Rico;956;1027;
for_sale;169000;4;2;0.05;Guaynabo;Puerto Rico;969;1200;
for_sale;525000;4;2;0.09;Guaynabo;Puerto Rico;966;2064;
for_sale;1175000;4;3;0.32;Guaynabo;Puerto Rico;969;4453;
for_sale;124000;4;2;0.09;Bayamon;Puerto Rico;959;1100;
for_sale;835000;5;3;0.27;San Juan;Puerto Rico;927;3559;
for_sale;101000;3;2;;San Juan;Puerto Rico;924;1294;
for_sale;350000;4;2;0.1;Trujillo Alto;Puerto Rico;976;2303;
for_sale;360000;3;2;;San Juan;Puerto Rico;918;2200;
for_sale;1950000;2;2;0.07;San Juan;Puerto Rico;907;2883;
for_sale;1299000;5;3;0.25;San Juan;Puerto Rico;926;4000;
for_sale;116000;3;2;;San Juan;Puerto Rico;926;1159;
for_sale;849000;5;5;0.27;Guaynabo;Puerto Rico;966;3160;
for_sale;100000;;;4.34;Cidra;Puerto Rico;739;;
for_sale;97300;3;2;;Caguas;Puerto Rico;;1075;
for_sale;36000;3;1;;Bayamon;Puerto Rico;959;835;
for_sale;69000;2;1;1.45;Cidra;Puerto Rico;739;653;
for_sale;128000;3;2;1.19;San Lorenzo;Puerto Rico;754;1616;
for_sale;160000;4;2;0.28;Caguas;Puerto Rico;725;1500;
for_sale;62000;3;1;;Bayamon;Puerto Rico;961;794;
for_sale;315000;4;5;0.24;Gurabo;Puerto Rico;778;3840;
for_sale;122000;8;4;0.08;San Juan;Puerto Rico;921;3000;
for_sale;82000;3;2;;Trujillo Alto;Puerto Rico;976;999;
for_sale;90000;2;1;;Bayamon;Puerto Rico;961;720;
for_sale;154000;3;2;0.05;Bayamon;Puerto Rico;957;1759;
for_sale;299000;4;2;0.32;Cidra;Puerto Rico;739;1720;
for_sale;102000;3;2;;Bayamon;Puerto Rico;961;1102;
for_sale;109000;3;2;;Bayamon;Puerto Rico;959;1650;
for_sale;100000;3;1;1.02;Caguas;Puerto Rico;725;1167;
for_sale;130000;3;3;0.28;Cidra;Puerto Rico;739;970;
for_sale;92000;3;2;;San Juan;Puerto Rico;921;1100;
for_sale;102000;3;2;;Guaynabo;Puerto Rico;969;1165;
for_sale;125000;4;2;0.12;Bayamon;Puerto Rico;959;1404;
for_sale;103000;3;2;0.09;Bayamon;Puerto Rico;959;991;
for_sale;62000;2;1;;San Juan;Puerto Rico;926;700;
for_sale;109900;3;2;;Caguas;Puerto Rico;727;997;
for_sale;167000;3;2;;San Juan;Puerto Rico;926;1545;
for_sale;169000;3;2;;San Juan;Puerto Rico;926;1581;
for_sale;115000;3;1;;San Juan;Puerto Rico;927;906;
for_sale;3750000;3;4;;San Juan;Puerto Rico;907;3022;
for_sale;525000;4;3;0.18;Guaynabo;Puerto Rico;966;7653;
for_sale;111700;3;2;;San Juan;Puerto Rico;926;1090;
for_sale;105000;3;1;0.06;Bayamon;Puerto Rico;956;896;
for_sale;549900;2;2;;San Juan;Puerto Rico;918;1962;
for_sale;131000;3;2;0.08;San Juan;Puerto Rico;910;1500;
for_sale;69000;;;1.46;Comerio;Puerto Rico;782;;
for_sale;60000;4;2;0.2;San Juan;Puerto Rico;926;1400;
for_sale;77000;3;2;0.09;Bayamon;Puerto Rico;957;1149;
for_sale;45000;3;1;0.06;San Juan;Puerto Rico;924;650;
for_sale;122500;3;2;;San Juan;Puerto Rico;924;997;
for_sale;86000;3;1;0.08;Trujillo Alto;Puerto Rico;976;884;
for_sale;68000;3;2;0.09;Toa Baja;Puerto Rico;949;786;
for_sale;146000;3;3;0.09;Caguas;Puerto Rico;727;1453;
for_sale;161000;3;2;;Guaynabo;Puerto Rico;969;1382;
for_sale;72000;3;1;;Trujillo Alto;Puerto Rico;976;806;
for_sale;95000;3;1;0.08;Caguas;Puerto Rico;725;900;
for_sale;62000;2;1;;San Juan;Puerto Rico;923;945;
for_sale;115000;3;2;;Trujillo Alto;Puerto Rico;976;1136;
for_sale;108000;3;2;;Trujillo Alto;Puerto Rico;976;1077;
for_sale;209900;4;2;0.11;Trujillo Alto;Puerto Rico;976;2314;
for_sale;105000;3;2;0.92;Caguas;Puerto Rico;725;972;
for_sale;210000;4;3;0.32;Trujillo Alto;Puerto Rico;796;2200;
for_sale;80000;3;2;;Bayamon;Puerto Rico;957;998;
for_sale;125000;2;2;;Toa Alta;Puerto Rico;953;983;
for_sale;132000;3;2;0.07;Caguas;Puerto Rico;725;1316;
for_sale;349000;4;2;0.12;Trujillo Alto;Puerto Rico;976;2500;
for_sale;59000;3;1;;San Juan;Puerto Rico;956;905;
for_sale;103000;2;2;;Guaynabo;Puerto Rico;969;954;
for_sale;108000;6;3;0.04;Bayamon;Puerto Rico;959;1497;
for_sale;135000;3;2;0.09;Toa Baja;Puerto Rico;949;1066;
for_sale;130000;3;2;0.08;Toa Baja;Puerto Rico;949;1135;
for_sale;125000;3;2;;Caguas;Puerto Rico;725;1292;
for_sale;116200;3;2;0.09;Caguas;Puerto Rico;725;981;
for_sale;900000;3;3;0.21;San Juan;Puerto Rico;927;2193;
for_sale;109000;2;1;;San Juan;Puerto Rico;920;806;
for_sale;3800000;5;7;0.29;Guaynabo;Puerto Rico;966;5967;
for_sale;700000;4;2;;San Juan;Puerto Rico;907;1831;
for_sale;50000;2;1;0.04;Bayamon;Puerto Rico;956;730;
for_sale;130000;8;4;0.18;Guaynabo;Puerto Rico;969;2215;
for_sale;130000;6;2;0.09;San Juan;Puerto Rico;924;3824;
for_sale;35000;3;1;0.1;Comerio;Puerto Rico;782;724;
for_sale;190000;7;3;0.21;Cayey;Puerto Rico;739;2216;
for_sale;190000;6;2;0.11;Bayamon;Puerto Rico;957;2100;
for_sale;75000;2;1;0.19;Toa Alta;Puerto Rico;953;645;
for_sale;142000;3;2;;Guaynabo;Puerto Rico;966;1366;
for_sale;219000;3;2;2.97;Cidra;Puerto Rico;739;1150;
for_sale;150000;5;2;0.37;Bayamon;Puerto Rico;956;1010;
for_sale;155000;3;3;0.23;Caguas;Puerto Rico;725;1951;
for_sale;92000;3;1;0.09;Caguas;Puerto Rico;725;893;
for_sale;150000;3;2;;Guaynabo;Puerto Rico;969;1108;
for_sale;95000;3;2;;Trujillo Alto;Puerto Rico;976;992;
for_sale;160000;3;2;;Carolina;Puerto Rico;987;2061;
for_sale;375000;3;2;;Guaynabo;Puerto Rico;968;1600;
for_sale;135000;3;1;0.11;Bayamon;Puerto Rico;957;782;
for_sale;90000;1;1;;San Juan;Puerto Rico;924;608;
for_sale;145000;3;2;0.06;Trujillo Alto;Puerto Rico;976;970;
for_sale;1550000;9;3;0.49;Guaynabo;Puerto Rico;966;4732;
for_sale;155000;3;2;0.08;Toa Baja;Puerto Rico;949;1400;
for_sale;24900;3;2;29.6;San Juan;Puerto Rico;926;1050;
for_sale;185500;4;2;0.11;Bayamon;Puerto Rico;959;1700;
for_sale;218500;5;3;3.39;Caguas;Puerto Rico;927;2102;
for_sale;140000;3;2;;Bayamon;Puerto Rico;959;1224;
for_sale;88000;3;1;;San Juan;Puerto Rico;926;876;
for_sale;385000;4;2;0.1;Trujillo Alto;Puerto Rico;976;2000;
for_sale;375000;3;2;0.12;San Juan;Puerto Rico;927;1000;
for_sale;950000;6;4;0.29;San Juan;Puerto Rico;926;3060;
for_sale;395000;1;1;;San Juan;Puerto Rico;907;938;
for_sale;89900;;;20.67;Corozal;Puerto Rico;783;;
for_sale;625000;3;2;;San Juan;Puerto Rico;918;1812;
for_sale;229000;7;6;0.06;San Juan;Puerto Rico;926;3000;
for_sale;145000;5;3;0.14;Toa Baja;Puerto Rico;949;6200;
for_sale;245000;8;7;0.13;Bayamon;Puerto Rico;961;3927;
for_sale;105000;3;2;0.09;Gurabo;Puerto Rico;778;1037;
for_sale;111000;3;2;;Guaynabo;Puerto Rico;969;1146;
for_sale;79000;3;1;0.07;Juncos;Puerto Rico;777;800;
for_sale;50000;5;3;0.32;Guaynabo;Puerto Rico;965;1238;
for_sale;196000;5;3;0.78;Caguas;Puerto Rico;725;1974;
for_sale;55000;3;2;0.09;Catano;Puerto Rico;962;1250;
for_sale;102000;3;2;0.09;Bayamon;Puerto Rico;957;1200;
for_sale;100000;3;2;0.15;Cidra;Puerto Rico;739;1130;
for_sale;215000;3;2;;San Juan;Puerto Rico;907;1168;
for_sale;90000;4;2;0.2;Caguas;Puerto Rico;725;1150;
for_sale;265000;3;3;0.05;Guaynabo;Puerto Rico;966;1740;
for_sale;72000;3;1;;Caguas;Puerto Rico;725;906;
for_sale;117000;3;2;0.09;Bayamon;Puerto Rico;957;1053;
for_sale;119900;3;2;;Guaynabo;Puerto Rico;966;865;
for_sale;130000;4;2;0.1;Trujillo Alto;Puerto Rico;976;1500;
for_sale;98000;3;2;;Trujillo Alto;Puerto Rico;976;998;
for_sale;225000;2;1;0.07;San Juan;Puerto Rico;968;1000;
for_sale;250000;4;1;0.06;Bayamon;Puerto Rico;959;2475;
for_sale;115000;3;1;0.04;Bayamon;Puerto Rico;956;813;
for_sale;155000;4;2;0.09;Bayamon;Puerto Rico;961;1838;
for_sale;169000;4;2;0.07;Carolina;Puerto Rico;983;1700;
for_sale;175000;4;1;0.1;San Juan;Puerto Rico;921;1295;
for_sale;2200000;10;7;0.04;San Juan;Puerto Rico;901;4100;
for_sale;138000;4;3;0.08;Bayamon;Puerto Rico;783;1245;
for_sale;145000;4;2;;San Juan;Puerto Rico;926;1573;
for_sale;395000;3;2;;San Juan;Puerto Rico;907;1200;
for_sale;1500000;3;3;0.29;Guaynabo;Puerto Rico;966;2556;
for_sale;545000;3;2;0.11;San Juan;Puerto Rico;926;2500;
for_sale;165000;;;;Toa Baja;Puerto Rico;949;;
for_sale;175000;3;2;;San Juan;Puerto Rico;926;1598;
for_sale;250000;;;4.86;Coamo;Puerto Rico;769;;
for_sale;365000;;;5.83;Guaynabo;Puerto Rico;965;;
for_sale;48500;;;0.51;Cidra;Puerto Rico;739;;
for_sale;64000;3;1;0.08;Toa Baja;Puerto Rico;949;1000;
for_sale;33000;3;2;0.05;Cayey;Puerto Rico;736;1102;
for_sale;69000;2;1;0.05;Gurabo;Puerto Rico;778;1083;
for_sale;69000;7;2;0.06;Comerio;Puerto Rico;782;2462;
for_sale;195000;5;3;0.1;Guaynabo;Puerto Rico;969;2642;
for_sale;355000;4;2;0.19;Toa Alta;Puerto Rico;953;4634;
for_sale;450000;5;4;0.56;Bayamon;Puerto Rico;956;3519;
for_sale;220000;4;2;0.08;Toa Baja;Puerto Rico;949;1576;
for_sale;93000;3;1;0.07;Carolina;Puerto Rico;987;880;
for_sale;440000;3;3;0.31;Guaynabo;Puerto Rico;969;3000;
for_sale;125000;3;2;10.76;Bayamon;Puerto Rico;961;1277;
for_sale;181000;4;2;0.09;Toa Alta;Puerto Rico;953;1720;
for_sale;18000;3;1;;San Juan;Puerto Rico;921;700;
for_sale;90000;3;1;0.08;Bayamon;Puerto Rico;956;750;
for_sale;102000;3;1;0.09;Caguas;Puerto Rico;725;912;
for_sale;170000;3;2;;Guaynabo;Puerto Rico;969;1366;
for_sale;285000;4;3;0.26;Trujillo Alto;Puerto Rico;976;3012;
for_sale;779000;2;2;;San Juan;Puerto Rico;909;1265;
for_sale;675000;7;3;17.88;Caguas;Puerto Rico;726;3000;
for_sale;162000;7;6;0.08;Bayamon;Puerto Rico;956;2523;
for_sale;380000;4;2;0.07;Guaynabo;Puerto Rico;966;2259;
for_sale;126000;3;2;0.09;Caguas;Puerto Rico;725;1000;
for_sale;399000;3;2;;Carolina;Puerto Rico;985;3464;
for_sale;144900;3;2;;Trujillo Alto;Puerto Rico;976;1300;
for_sale;1450000;5;6;0.55;Guaynabo;Puerto Rico;966;8000;
for_sale;845000;4;3;0.11;San Juan;Puerto Rico;926;3300;
for_sale;565000;4;3;0.12;Toa Baja;Puerto Rico;946;2350;
for_sale;439000;4;2;0.09;Toa Baja;Puerto Rico;949;2304;
for_sale;2200000;8;5;0.04;San Juan;Puerto Rico;901;7249;
for_sale;3500000;4;4;;San Juan;Puerto Rico;901;3900;
for_sale;2900000;5;4;0.04;San Juan;Puerto Rico;901;3745;
for_sale;2500000;3;2;;San Juan;Puerto Rico;907;1988;
for_sale;625000;2;2;;San Juan;Puerto Rico;901;1126;
for_sale;190000;;;0.14;San Juan;Puerto Rico;925;;
for_sale;125000;4;2;0.17;Cidra;Puerto Rico;739;1900;
for_sale;129000;2;1;0.08;San Juan;Puerto Rico;920;945;
for_sale;107000;7;4;0.06;San Juan;Puerto Rico;921;1542;
for_sale;89000;3;2;;San Juan;Puerto Rico;926;1129;
for_sale;80000;4;3;0.06;Bayamon;Puerto Rico;959;2000;
for_sale;119900;3;2;0.08;Toa Baja;Puerto Rico;949;1600;
for_sale;86600;4;2;0.09;Bayamon;Puerto Rico;959;1100;
for_sale;159900;3;2;0.08;Cidra;Puerto Rico;739;1234;
for_sale;90000;3;1;;San Juan;Puerto Rico;926;914;
for_sale;210000;3;2;;Carolina;Puerto Rico;979;1459;
for_sale;125000;;1;;San Juan;Puerto Rico;918;490;
for_sale;110000;3;2;0.55;Cidra;Puerto Rico;739;913;
for_sale;149900;4;3;0.07;San Juan;Puerto Rico;921;1800;
for_sale;104000;3;3;0.04;Caguas;Puerto Rico;725;1150;
for_sale;395000;3;2;;San Juan;Puerto Rico;918;1798;
for_sale;895000;3;2;0.2;Guaynabo;Puerto Rico;969;3000;
for_sale;110000;3;1;;San Juan;Puerto Rico;924;1040;
for_sale;349000;3;2;0.16;Guaynabo;Puerto Rico;969;2000;
for_sale;217000;3;2;0.09;Cayey;Puerto Rico;736;1186;
for_sale;118000;4;1;0.11;San Juan;Puerto Rico;929;1387;
for_sale;79000;4;2;0.06;San Juan;Puerto Rico;926;1168;
for_sale;695000;5;4;0.37;Cayey;Puerto Rico;736;4650;
