age;workclass;education;status;occupation;relationship;race;sex;weekhours;country;salary;birthday
20;Self-emp-not-inc;13;Never-married;Prof-specialty;Own-child;Asian-Pac-Islander;Male;20;India;28937;2000-11-01
60;Private;6;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;31625;1960-11-07
17;?;9;Never-married;?;Own-child;White;Female;40;United-States;25343;2003-02-02
27;Self-emp-inc;9;Married-civ-spouse;Sales;Wife;White;Female;25;United-States;104375;1993-04-25
41;Private;10;Divorced;Prof-specialty;Unmarried;White;Female;40;United-States;33437;1979-02-01
66;?;4;Married-civ-spouse;?;Husband;White;Male;8;United-States;28500;1954-01-25
43;Self-emp-inc;13;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;60;United-States;171875;1977-11-04
37;Self-emp-inc;5;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;Mexico;26093;1983-10-24
39;Private;13;Married-civ-spouse;Exec-managerial;Husband;Black;Male;50;United-States;36656;1981-02-19
32;Self-emp-not-inc;12;Married-civ-spouse;Prof-specialty;Wife;White;Female;25;United-States;135000;1988-09-24
32;Local-gov;9;Divorced;Adm-clerical;Unmarried;White;Female;33;United-States;29562;1988-03-12
29;Private;13;Never-married;Prof-specialty;Not-in-family;White;Male;47;United-States;32593;1991-04-13
27;Private;9;Never-married;Handlers-cleaners;Own-child;White;Male;25;United-States;28156;1993-06-15
39;Private;13;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;161041;1981-09-18
39;Private;11;Married-civ-spouse;Transport-moving;Husband;White;Male;55;United-States;34093;1981-10-30
33;Self-emp-inc;14;Married-civ-spouse;Sales;Husband;White;Male;45;Mexico;152083;1987-10-08
31;Private;13;Married-civ-spouse;Sales;Wife;White;Female;45;United-States;139375;1989-03-03
35;State-gov;13;Never-married;Adm-clerical;Not-in-family;White;Male;38;United-States;35031;1985-05-17
67;Private;9;Married-civ-spouse;Sales;Wife;White;Female;40;United-States;39406;1953-04-14
32;Private;9;Divorced;Handlers-cleaners;Own-child;White;Female;40;United-States;29562;1988-08-28
58;Self-emp-inc;11;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;70;?;187500;1962-12-20
34;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;31250;1986-04-22
39;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;50;United-States;31531;1981-10-26
56;Local-gov;13;Married-civ-spouse;Prof-specialty;Wife;White;Female;40;United-States;207083;1964-04-15
51;Private;13;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;40;Japan;41531;1969-06-01
27;Private;10;Married-civ-spouse;Tech-support;Husband;White;Male;40;United-States;29062;1993-05-16
43;Federal-gov;9;Divorced;Tech-support;Not-in-family;White;Female;40;United-States;32656;1977-03-03
32;State-gov;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;38;United-States;30625;1988-01-15
34;Private;13;Married-civ-spouse;Tech-support;Husband;White;Male;40;United-States;34625;1986-06-30
46;Private;10;Divorced;Other-service;Unmarried;Black;Female;35;United-States;35000;1974-10-17
18;Private;11;Never-married;Adm-clerical;Own-child;White;Female;40;United-States;26875;2002-07-09
33;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;50;United-States;115625;1987-08-06
61;Federal-gov;9;Widowed;Handlers-cleaners;Not-in-family;Black;Male;40;United-States;37718;1959-11-19
39;Self-emp-not-inc;10;Divorced;Other-service;Unmarried;White;Male;45;United-States;32812;1981-08-18
26;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;United-States;31375;1994-11-01
28;Private;10;Never-married;Machine-op-inspct;Not-in-family;Black;Female;40;United-States;29375;1992-09-08
32;?;9;Divorced;?;Not-in-family;White;Female;40;United-States;29562;1988-10-02
29;Private;9;Never-married;Other-service;Unmarried;White;Female;40;Mexico;28718;1991-08-07
35;Private;11;Never-married;Adm-clerical;Own-child;White;Female;38;United-States;32718;1985-04-09
40;?;10;Divorced;?;Unmarried;White;Male;40;United-States;33125;1980-08-20
29;Private;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;Jamaica;114583;1991-04-26
44;Self-emp-not-inc;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;United-States;184166;1976-06-16
33;Federal-gov;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;60;United-States;115625;1987-09-08
25;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;53;United-States;27593;1995-11-07
39;Private;2;Married-civ-spouse;Craft-repair;Husband;White;Male;35;Mexico;22562;1981-03-23
17;Private;10;Never-married;Other-service;Own-child;White;Female;20;United-States;25937;2003-02-06
18;Private;10;Never-married;Sales;Not-in-family;White;Male;45;United-States;26250;2002-07-26
57;Federal-gov;9;Widowed;Sales;Unmarried;White;Female;40;Germany;36593;1963-10-18
38;Private;13;Never-married;Other-service;Not-in-family;White;Male;37;United-States;36250;1982-03-18
54;Self-emp-not-inc;10;Married-civ-spouse;Sales;Husband;White;Male;60;United-States;37500;1966-11-01
31;Private;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;44;United-States;146250;1989-09-07
28;Self-emp-inc;10;Never-married;Exec-managerial;Not-in-family;White;Female;60;United-States;29375;1992-10-04
44;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;50;United-States;32937;1976-10-02
59;Self-emp-inc;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;35;United-States;164375;1961-07-09
48;Self-emp-inc;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;United-States;143750;1972-07-18
23;Private;9;Never-married;Other-service;Own-child;White;Male;30;United-States;27031;1997-03-26
38;Private;10;Divorced;Adm-clerical;Unmarried;White;Female;39;United-States;32500;1982-06-10
22;?;10;Never-married;?;Not-in-family;White;Male;40;?;27500;1998-08-28
49;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;54;United-States;34343;1971-10-30
41;State-gov;9;Married-civ-spouse;Protective-serv;Husband;White;Male;40;United-States;32093;1979-09-14
32;Private;10;Married-civ-spouse;Farming-fishing;Husband;White;Male;54;Mexico;30625;1988-02-28
44;Private;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;United-States;136250;1976-11-17
26;State-gov;14;Married-civ-spouse;Prof-specialty;Wife;White;Female;50;United-States;131666;1994-09-08
24;Private;13;Never-married;Transport-moving;Unmarried;Asian-Pac-Islander;Male;40;?;30562;1996-09-10
18;Private;9;Never-married;Handlers-cleaners;Own-child;White;Male;28;United-States;25625;2002-06-24
42;Private;11;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;35125;1978-10-08
49;Private;9;Widowed;Transport-moving;Unmarried;White;Male;40;United-States;34343;1971-07-07
31;Private;13;Married-civ-spouse;Sales;Husband;White;Male;60;United-States;139375;1989-05-02
52;Private;12;Married-civ-spouse;Tech-support;Husband;White;Male;40;United-States;185000;1968-02-21
48;Private;13;Married-civ-spouse;Prof-specialty;Wife;White;Female;40;United-States;185416;1972-05-05
31;Private;9;Divorced;Adm-clerical;Not-in-family;Black;Female;40;United-States;29281;1989-11-09
63;Private;13;Married-civ-spouse;Adm-clerical;Husband;White;Male;20;United-States;226041;1957-08-25
20;?;10;Never-married;?;Own-child;White;Female;8;United-States;26875;2000-11-10
86;Self-emp-not-inc;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;61250;1934-02-16
38;Private;9;Divorced;Transport-moving;Not-in-family;White;Male;40;United-States;31250;1982-11-16
49;Private;9;Divorced;Adm-clerical;Not-in-family;White;Female;43;United-States;34343;1971-02-20
48;Private;7;Divorced;Other-service;Not-in-family;Black;Female;40;United-States;30937;1972-09-04
23;Private;14;Married-civ-spouse;Farming-fishing;Not-in-family;White;Male;99;United-States;122916;1997-10-31
18;Private;11;Never-married;Other-service;Not-in-family;White;Male;30;United-States;26875;2002-02-08
45;Private;9;Married-civ-spouse;Other-service;Husband;White;Male;40;United-States;33218;1975-02-15
56;?;10;Married-civ-spouse;?;Husband;White;Male;40;United-States;170833;1964-04-29
20;Private;11;Never-married;Adm-clerical;Own-child;White;Female;30;United-States;27562;2000-10-23
48;State-gov;9;Married-civ-spouse;Prof-specialty;Husband;White;Male;48;United-States;143750;1972-07-23
45;Private;9;Never-married;Adm-clerical;Unmarried;White;Female;40;United-States;33218;1975-12-03
22;Local-gov;7;Never-married;Other-service;Not-in-family;Asian-Pac-Islander;Male;45;United-States;25250;1998-06-26
48;?;9;Married-civ-spouse;?;Husband;White;Male;40;United-States;143750;1972-12-14
38;Private;13;Divorced;Exec-managerial;Not-in-family;White;Female;45;United-States;158333;1982-12-02
34;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;34625;1986-05-26
30;Private;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;United-States;29000;1990-06-02
42;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;32375;1978-07-05
49;?;14;Married-civ-spouse;?;Husband;White;Male;40;United-States;42312;1971-03-06
57;Federal-gov;10;Never-married;Exec-managerial;Own-child;Black;Female;40;United-States;38437;1963-12-10
63;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;30;United-States;38281;1957-11-04
22;State-gov;13;Never-married;Adm-clerical;Not-in-family;White;Female;65;United-States;29750;1998-12-11
25;Local-gov;13;Never-married;Prof-specialty;Own-child;White;Male;35;United-States;30968;1995-03-20
49;Private;11;Divorced;Other-service;Not-in-family;White;Male;40;United-States;37531;1971-01-18
46;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;150000;1974-01-03
37;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;60;United-States;30968;1983-11-10
26;Private;13;Married-civ-spouse;Tech-support;Husband;White;Male;40;United-States;31375;1994-04-21
17;Private;10;Never-married;Other-service;Own-child;White;Female;25;United-States;25937;2003-08-03
47;Local-gov;13;Divorced;Prof-specialty;Not-in-family;Black;Female;40;United-States;39906;1973-10-03
49;Local-gov;12;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;United-States;39125;1971-06-20
57;Private;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;55;United-States;45812;1963-07-25
16;Private;9;Never-married;Machine-op-inspct;Own-child;White;Female;40;Dominican-Republic;25062;2004-10-30
48;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;?;34062;1972-10-08
43;Federal-gov;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;80;United-States;134375;1977-03-02
28;Local-gov;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;United-States;131250;1992-07-03
35;Private;13;Divorced;Craft-repair;Not-in-family;White;Male;35;United-States;35031;1985-08-09
42;Private;13;Never-married;Other-service;Not-in-family;White;Male;40;United-States;169166;1978-07-04
31;Private;10;Married-civ-spouse;Craft-repair;Husband;Black;Male;40;United-States;30312;1989-02-08
59;Self-emp-inc;14;Married-civ-spouse;Sales;Husband;White;Male;40;United-States;227916;1961-01-21
59;Local-gov;9;Married-civ-spouse;Protective-serv;Husband;White;Male;40;United-States;37156;1961-08-05
36;Private;13;Married-civ-spouse;Sales;Husband;White;Male;42;United-States;152916;1984-07-26
20;?;10;Never-married;?;Own-child;White;Male;30;United-States;26875;2000-09-21
34;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;45;United-States;30125;1986-06-05
42;Self-emp-inc;10;Married-civ-spouse;Sales;Husband;White;Male;60;United-States;141666;1978-08-22
35;Private;10;Separated;Adm-clerical;Own-child;White;Male;62;United-States;31562;1985-12-14
29;Private;10;Divorced;Craft-repair;Unmarried;White;Female;20;United-States;29687;1991-08-10
52;Private;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;United-States;230000;1968-07-05
18;Private;10;Never-married;Other-service;Own-child;White;Male;16;United-States;26250;2002-06-09
61;?;13;Widowed;?;Not-in-family;White;Female;40;United-States;220625;1959-04-25
46;Self-emp-not-inc;10;Married-civ-spouse;Craft-repair;Husband;Amer-Indian-Eskimo;Male;40;United-States;150000;1974-02-08
31;?;9;Divorced;?;Not-in-family;Asian-Pac-Islander;Female;41;China;29281;1989-09-06
29;Private;13;Divorced;Exec-managerial;Not-in-family;White;Male;45;United-States;32593;1991-11-09
36;Private;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;168750;1984-05-02
43;Self-emp-not-inc;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;134375;1977-03-16
46;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;33500;1974-08-06
51;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;36562;1969-07-10
53;Private;9;Widowed;Adm-clerical;Own-child;White;Female;40;United-States;35468;1967-06-29
36;Private;14;Married-civ-spouse;Transport-moving;Husband;White;Male;72;?;160833;1984-02-17
27;Private;9;Never-married;Adm-clerical;Not-in-family;White;Female;40;United-States;28156;1993-07-22
34;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;United-States;147500;1986-12-05
40;Self-emp-not-inc;10;Married-civ-spouse;Farming-fishing;Husband;White;Male;60;United-States;33125;1980-05-12
48;Private;9;Divorced;Adm-clerical;Unmarried;White;Female;40;England;34062;1972-06-17
73;Self-emp-not-inc;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;35;United-States;55156;1947-06-19
44;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;174583;1976-12-03
50;Federal-gov;9;Divorced;Adm-clerical;Unmarried;White;Female;40;United-States;34625;1970-12-04
25;Private;13;Never-married;Adm-clerical;Not-in-family;White;Female;40;United-States;30968;1995-06-20
41;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;45;United-States;32093;1979-06-01
29;Private;7;Separated;Other-service;Not-in-family;Black;Female;42;United-States;26781;1991-01-19
21;Private;10;Never-married;Sales;Not-in-family;White;Female;30;United-States;27187;1999-09-17
32;Private;9;Never-married;Sales;Not-in-family;White;Female;24;United-States;29562;1988-11-29
39;Self-emp-not-inc;9;Married-civ-spouse;Sales;Other-relative;White;Female;40;Cuba;31531;1981-06-03
29;Private;9;Never-married;Other-service;Own-child;White;Female;30;United-States;28718;1991-09-27
40;Private;10;Never-married;Adm-clerical;Own-child;White;Female;40;United-States;33125;1980-05-04
33;Private;14;Never-married;Prof-specialty;Not-in-family;White;Male;45;United-States;152083;1987-08-27
53;Private;9;Separated;Adm-clerical;Not-in-family;White;Female;25;United-States;35468;1967-03-12
34;State-gov;9;Widowed;Exec-managerial;Not-in-family;White;Female;40;United-States;30125;1986-08-29
63;Self-emp-not-inc;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;59;United-States;171875;1957-09-26
36;Local-gov;10;Never-married;Other-service;Not-in-family;White;Male;12;United-States;31875;1984-08-28
60;Private;10;Widowed;Other-service;Not-in-family;White;Female;20;United-States;39375;1960-05-27
52;Self-emp-inc;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;United-States;218750;1968-01-04
47;Private;9;Divorced;Adm-clerical;Not-in-family;White;Male;40;United-States;33781;1973-01-08
32;Private;9;Married-civ-spouse;Adm-clerical;Wife;White;Female;40;United-States;29562;1988-12-11
30;Private;9;Never-married;Handlers-cleaners;Own-child;White;Female;40;United-States;29000;1990-01-03
49;Self-emp-inc;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;United-States;198750;1971-04-04
46;Self-emp-not-inc;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;United-States;35000;1974-05-26
28;Private;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;?;28437;1992-07-05
50;Federal-gov;9;Divorced;Adm-clerical;Not-in-family;White;Female;43;United-States;34625;1970-09-14
26;Self-emp-not-inc;10;Never-married;Transport-moving;Not-in-family;White;Male;40;United-States;28750;1994-01-16
27;Private;9;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;40;United-States;28156;1993-12-21
36;Private;13;Never-married;Adm-clerical;Not-in-family;White;Female;50;United-States;35437;1984-06-29
55;Private;9;Married-civ-spouse;Sales;Husband;White;Male;50;United-States;156875;1965-03-22
41;Federal-gov;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;166458;1979-01-23
35;State-gov;10;Separated;Adm-clerical;Not-in-family;White;Male;40;United-States;31562;1985-08-04
28;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;28437;1992-08-11
51;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;48;United-States;149375;1969-10-01
67;?;11;Widowed;?;Not-in-family;White;Female;1;United-States;43718;1953-06-22
71;Private;9;Widowed;Other-service;Not-in-family;White;Female;37;United-States;40531;1949-07-31
20;Self-emp-inc;10;Never-married;Craft-repair;Own-child;White;Male;35;United-States;26875;2000-01-31
29;Private;9;Never-married;Sales;Not-in-family;White;Female;45;United-States;28718;1991-08-06
36;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;152916;1984-10-11
48;Self-emp-not-inc;10;Married-civ-spouse;Craft-repair;Husband;White;Male;35;United-States;35625;1972-07-22
35;Private;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;37;United-States;31562;1985-12-29
42;Local-gov;13;Divorced;Protective-serv;Not-in-family;White;Male;40;United-States;37875;1978-08-06
45;Private;13;Never-married;Exec-managerial;Unmarried;Black;Female;45;United-States;39093;1975-07-27
25;Private;10;Married-civ-spouse;Other-service;Husband;White;Male;40;United-States;28437;1995-08-20
26;Private;12;Never-married;Other-service;Not-in-family;White;Female;80;United-States;30500;1994-12-04
23;Private;9;Never-married;Tech-support;Not-in-family;Black;Female;40;United-States;27031;1997-06-16
18;Private;10;Never-married;Other-service;Unmarried;White;Female;40;United-States;26250;2002-10-17
49;Local-gov;13;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;United-States;188125;1971-01-05
44;Private;13;Married-civ-spouse;Sales;Husband;White;Male;40;United-States;174583;1976-01-11
65;Private;13;Married-civ-spouse;Protective-serv;Husband;White;Male;7;United-States;231458;1955-09-04
45;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;35;United-States;33218;1975-11-16
40;Private;9;Married-civ-spouse;Sales;Husband;White;Male;40;United-States;31812;1980-12-03
50;Private;9;Never-married;Sales;Not-in-family;White;Male;50;United-States;34625;1970-12-18
40;Federal-gov;12;Divorced;Prof-specialty;Unmarried;Asian-Pac-Islander;Female;40;Philippines;155000;1980-05-12
63;?;9;Married-civ-spouse;?;Husband;White;Male;40;United-States;171875;1957-03-26
19;Private;10;Never-married;Farming-fishing;Own-child;Black;Male;10;United-States;26562;2001-02-28
48;Private;9;Married-civ-spouse;Adm-clerical;Wife;White;Female;40;United-States;143750;1972-06-16
44;Private;10;Married-civ-spouse;Transport-moving;Husband;White;Male;40;United-States;34375;1976-03-02
45;Self-emp-not-inc;13;Married-civ-spouse;Sales;Husband;White;Male;50;United-States;177291;1975-12-23
55;Private;6;Married-civ-spouse;Other-service;Husband;White;Male;40;United-States;30687;1965-10-18
35;Private;13;Never-married;Exec-managerial;Not-in-family;White;Male;45;United-States;35031;1985-04-13
48;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;34062;1972-09-04
56;?;8;Married-civ-spouse;?;Husband;White;Male;40;United-States;34500;1964-06-11
61;Self-emp-not-inc;2;Widowed;Other-service;Unmarried;White;Female;30;El-Salvador;23937;1959-05-16
37;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;65;United-States;30968;1983-08-13
44;Private;14;Married-civ-spouse;Prof-specialty;Husband;Black;Male;35;United-States;40125;1976-02-11
34;Private;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;United-States;30125;1986-10-16
24;Private;3;Married-civ-spouse;Craft-repair;Husband;White;Male;50;United-States;22437;1996-07-02
19;Private;10;Never-married;Other-service;Not-in-family;White;Male;57;United-States;26562;2001-11-16
39;Private;12;Married-civ-spouse;Tech-support;Husband;White;Male;40;United-States;35375;1981-09-24
42;Local-gov;10;Never-married;Other-service;Own-child;Black;Male;40;United-States;33750;1978-03-21
20;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;26187;2000-08-21
27;Federal-gov;10;Never-married;Armed-Forces;Not-in-family;Black;Male;60;United-States;29062;1993-12-24
27;Private;9;Never-married;Other-service;Unmarried;Black;Female;40;Japan;28156;1993-06-06
56;Self-emp-inc;10;Married-civ-spouse;Transport-moving;Wife;White;Female;40;United-States;170833;1964-07-13
34;Self-emp-not-inc;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;United-States;36875;1986-11-30
28;Private;11;Married-civ-spouse;Exec-managerial;Husband;White;Male;48;United-States;30312;1992-09-02
35;Private;13;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;43;United-States;150208;1985-12-08
27;Private;11;Never-married;Machine-op-inspct;Not-in-family;White;Male;40;United-States;29968;1993-01-02
24;Private;3;Never-married;Adm-clerical;Own-child;White;Female;40;Mexico;22437;1996-10-25
41;Private;9;Married-civ-spouse;Sales;Husband;White;Male;45;United-States;32093;1979-03-15
47;Private;9;Married-civ-spouse;Craft-repair;Wife;White;Female;40;United-States;141875;1973-01-12
43;Federal-gov;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;United-States;38281;1977-08-07
26;Private;13;Never-married;Prof-specialty;Not-in-family;White;Female;40;United-States;31375;1994-03-15
18;?;10;Never-married;?;Not-in-family;White;Female;25;United-States;26250;2002-05-20
49;Private;9;Divorced;Adm-clerical;Unmarried;White;Female;40;United-States;34343;1971-09-05
30;Private;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;50;Canada;116666;1990-12-24
22;Private;9;Never-married;Machine-op-inspct;Own-child;White;Female;40;United-States;26750;1998-03-23
33;Private;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;166666;1987-10-15
33;?;12;Never-married;?;Not-in-family;White;Male;55;United-States;33125;1987-01-04
39;State-gov;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;161041;1981-02-05
46;Private;13;Married-civ-spouse;Craft-repair;Husband;White;Male;45;United-States;180000;1974-11-24
59;Local-gov;9;Widowed;Adm-clerical;Unmarried;White;Female;35;United-States;37156;1961-09-08
18;Private;10;Never-married;Adm-clerical;Own-child;White;Male;30;United-States;26250;2002-04-19
25;Private;9;Never-married;Sales;Not-in-family;White;Male;50;United-States;100625;1995-01-24
53;Private;10;Married-civ-spouse;Transport-moving;Husband;White;Male;24;United-States;164583;1967-08-24
37;Private;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;United-States;123125;1983-12-03
15;?;6;Never-married;?;Own-child;White;Male;20;United-States;23187;2005-06-06
45;Private;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;?;33218;1975-09-10
50;Private;9;Widowed;Other-service;Unmarried;Asian-Pac-Islander;Female;40;India;147500;1970-03-05
22;Private;9;Never-married;Sales;Own-child;Black;Female;20;United-States;26750;1998-01-13
27;Private;7;Never-married;Other-service;Unmarried;Black;Female;40;United-States;26343;1993-03-30
23;Private;9;Never-married;Machine-op-inspct;Other-relative;White;Male;40;United-States;27031;1997-03-06
18;Private;10;Never-married;Machine-op-inspct;Not-in-family;White;Female;40;United-States;26250;2002-07-16
21;Private;9;Never-married;Machine-op-inspct;Not-in-family;Black;Male;35;United-States;26468;1999-11-17
55;Private;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;United-States;46718;1965-07-18
49;Private;11;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;166875;1971-01-22
31;Private;10;Never-married;Prof-specialty;Not-in-family;White;Female;16;United-States;30312;1989-02-13
37;Private;13;Never-married;Prof-specialty;Not-in-family;White;Male;40;United-States;35843;1983-02-18
38;Private;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;United-States;125000;1982-08-10
69;Private;13;Divorced;Tech-support;Own-child;White;Female;16;United-States;48843;1951-01-25
36;State-gov;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;United-States;31875;1984-11-06
26;State-gov;15;Never-married;Prof-specialty;Unmarried;White;Male;40;United-States;33125;1994-02-06
55;Private;14;Married-spouse-absent;Prof-specialty;Not-in-family;White;Female;40;United-States;44937;1965-06-16
45;Private;10;Divorced;Adm-clerical;Not-in-family;White;Male;40;United-States;34687;1975-08-07
57;State-gov;9;Never-married;Adm-clerical;Own-child;White;Male;40;United-States;36593;1963-04-20
24;Private;9;Never-married;Sales;Not-in-family;Other;Male;40;United-States;27312;1996-07-18
33;Private;13;Never-married;Adm-clerical;Own-child;White;Female;40;United-States;34218;1987-07-01
59;Self-emp-inc;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;Germany;215208;1961-09-15
15;?;7;Never-married;?;Own-child;White;Female;30;United-States;23718;2005-03-27
34;Private;13;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;60;?;147500;1986-04-20
60;?;4;Married-civ-spouse;?;Husband;White;Male;50;United-States;27750;1960-12-09
32;Private;10;Never-married;Prof-specialty;Not-in-family;White;Male;50;United-States;120833;1988-12-31
30;Self-emp-inc;13;Married-civ-spouse;Craft-repair;Husband;White;Male;50;United-States;136666;1990-12-31
40;Private;9;Separated;Sales;Own-child;White;Female;40;United-States;31812;1980-11-19
37;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;32187;1983-05-03
56;Private;3;Divorced;Machine-op-inspct;Not-in-family;Black;Male;40;United-States;25437;1964-05-02
59;Self-emp-not-inc;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;60;United-States;164375;1961-09-07
38;Private;6;Never-married;Craft-repair;Other-relative;Black;Male;55;United-States;27500;1982-11-27
29;Private;13;Never-married;Tech-support;Not-in-family;White;Male;37;United-States;32593;1991-05-30
34;Private;9;Never-married;Sales;Not-in-family;White;Male;50;United-States;30125;1986-09-30
21;Private;10;Never-married;Machine-op-inspct;Own-child;White;Male;40;United-States;27187;1999-03-01
31;Private;9;Never-married;Craft-repair;Not-in-family;White;Male;41;United-States;29281;1989-04-20
50;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;147500;1970-08-18
20;Private;9;Never-married;Other-service;Not-in-family;White;Female;24;United-States;26187;2000-06-10
49;Private;10;Divorced;Sales;Unmarried;White;Female;40;Italy;35937;1971-07-29
29;Federal-gov;11;Never-married;Exec-managerial;Not-in-family;White;Female;40;United-States;30656;1991-12-02
47;Self-emp-inc;9;Divorced;Exec-managerial;Unmarried;White;Female;40;United-States;33781;1973-04-28
47;Private;9;Married-civ-spouse;Machine-op-inspct;Wife;Black;Female;40;United-States;33781;1973-10-27
51;Federal-gov;10;Widowed;Adm-clerical;Not-in-family;Black;Female;40;United-States;36562;1969-01-24
50;Private;9;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;40;Japan;147500;1970-08-27
18;Private;6;Never-married;Handlers-cleaners;Own-child;White;Male;40;United-States;23750;2002-12-28
24;Private;12;Never-married;Other-service;Own-child;Black;Male;40;United-States;29750;1996-09-21
59;?;9;Married-civ-spouse;?;Husband;White;Male;6;United-States;37156;1961-09-23
41;Private;14;Never-married;Other-service;Not-in-family;White;Female;30;Poland;38812;1979-04-09
44;Self-emp-inc;13;Married-civ-spouse;Sales;Husband;White;Male;52;United-States;38687;1976-05-17
41;Local-gov;11;Never-married;Adm-clerical;Not-in-family;White;Female;35;United-States;34781;1979-03-02
39;Private;9;Divorced;Sales;Unmarried;Black;Female;40;United-States;31531;1981-09-18
42;Self-emp-not-inc;9;Married-civ-spouse;Transport-moving;Husband;White;Male;55;United-States;32375;1978-04-26
52;Private;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;40;United-States;35187;1968-08-26
