Invoice ID;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Payment
545-46-3100;Mandalay;Member;Female;Electronic accessories;10.59;3;1.5885;33.3585;2019-03-12 13:52:00;Credit card
418-02-5978;Mandalay;Normal;Female;Health and beauty;84.09;9;37.8405;794.6505;2019-02-11 10:54:00;Cash
269-04-5750;Mandalay;Member;Male;Fashion accessories;73.82;4;14.764;310.044;2019-02-21 18:31:00;Cash
157-13-5295;Yangon;Member;Male;Health and beauty;51.94;10;25.97;545.37;2019-03-09 18:24:00;Ewallet
645-78-8093;Yangon;Normal;Female;Sports and travel;93.14;2;9.314;195.594;2019-01-20 18:09:00;Ewallet
211-30-9270;Naypyitaw;Normal;Male;Health and beauty;17.41;5;4.3525;91.4025;2019-01-28 15:16:00;Credit card
755-12-3214;Naypyitaw;Member;Female;Fashion accessories;44.22;5;11.055;232.155;2019-03-05 17:07:00;Credit card
346-84-3103;Mandalay;Member;Female;Electronic accessories;13.22;5;3.305;69.405;2019-03-02 19:26:00;Cash
478-06-7835;Yangon;Normal;Male;Fashion accessories;89.69;1;4.4845;94.1745;2019-01-11 11:20:00;Ewallet
540-11-4336;Yangon;Normal;Male;Food and beverages;24.94;9;11.223;235.683;2019-01-11 16:49:00;Credit card
448-81-5016;Yangon;Normal;Male;Health and beauty;59.77;2;5.977;125.517;2019-03-11 12:01:00;Credit card
142-72-4741;Naypyitaw;Member;Male;Fashion accessories;93.2;2;9.32;195.72;2019-02-28 18:37:00;Credit card
217-58-1179;Yangon;Member;Male;Home and lifestyle;62.65;4;12.53;263.13;2019-01-05 11:25:00;Cash
376-02-8238;Mandalay;Normal;Male;Home and lifestyle;93.87;8;37.548;788.508;2019-02-02 18:42:00;Credit card
530-90-9855;Yangon;Member;Male;Home and lifestyle;47.59;8;19.036;399.756;2019-01-01 14:47:00;Cash
866-05-7563;Mandalay;Member;Female;Electronic accessories;81.4;3;12.21;256.41;2019-02-09 19:43:00;Cash
604-70-6476;Yangon;Member;Male;Fashion accessories;17.94;5;4.485;94.185;2019-01-23 14:04:00;Ewallet
799-71-1548;Yangon;Member;Male;Electronic accessories;77.72;4;15.544;326.424;2019-01-07 16:11:00;Credit card
785-13-7708;Mandalay;Normal;Male;Food and beverages;73.06;7;25.571;536.991;2019-01-14 19:06:00;Credit card
845-51-0542;Mandalay;Member;Male;Food and beverages;46.55;9;20.9475;439.8975;2019-02-02 15:34:00;Ewallet
662-47-5456;Naypyitaw;Member;Male;Fashion accessories;35.19;10;17.595;369.495;2019-03-17 19:06:00;Credit card
883-17-4236;Naypyitaw;Normal;Female;Sports and travel;14.39;2;1.439;30.219;2019-03-02 19:44:00;Credit card
290-68-2984;Yangon;Normal;Male;Home and lifestyle;23.75;4;4.75;99.75;2019-03-16 11:22:00;Cash
704-11-6354;Yangon;Member;Male;Home and lifestyle;58.9;8;23.56;494.76;2019-01-06 11:23:00;Cash
110-48-7033;Mandalay;Member;Male;Fashion accessories;32.62;4;6.524;137.004;2019-01-29 14:12:00;Cash
366-93-0948;Yangon;Member;Male;Electronic accessories;66.35;1;3.3175;69.6675;2019-01-31 10:46:00;Credit card
729-09-9681;Yangon;Member;Male;Home and lifestyle;25.91;6;7.773;163.233;2019-02-05 10:16:00;Ewallet
151-16-1484;Yangon;Member;Male;Electronic accessories;32.25;4;6.45;135.45;2019-02-13 12:38:00;Ewallet
380-94-4661;Naypyitaw;Member;Male;Electronic accessories;65.94;4;13.188;276.948;2019-02-07 13:05:00;Credit card
850-41-9669;Yangon;Normal;Female;Electronic accessories;75.06;9;33.777;709.317;2019-03-19 13:25:00;Ewallet
821-07-3596;Naypyitaw;Normal;Female;Fashion accessories;16.45;4;3.29;69.09;2019-03-07 14:53:00;Ewallet
655-85-5130;Mandalay;Member;Female;Fashion accessories;38.3;4;7.66;160.86;2019-03-13 19:22:00;Cash
447-15-7839;Yangon;Member;Female;Sports and travel;22.24;10;11.12;233.52;2019-02-09 11:00:00;Cash
154-74-7179;Mandalay;Normal;Male;Sports and travel;54.45;1;2.7225;57.1725;2019-02-26 19:24:00;Ewallet
253-12-6086;Yangon;Member;Female;Sports and travel;98.4;7;34.44;723.24;2019-03-12 12:43:00;Credit card
808-65-0703;Naypyitaw;Normal;Male;Home and lifestyle;35.47;4;7.094;148.974;2019-03-14 17:22:00;Credit card
571-94-0759;Mandalay;Member;Female;Food and beverages;74.6;10;37.3;783.3;2019-01-08 20:55:00;Cash
144-51-6085;Yangon;Member;Male;Home and lifestyle;70.74;4;14.148;297.108;2019-01-05 16:05:00;Credit card
731-14-2199;Yangon;Member;Female;Home and lifestyle;35.54;10;17.77;373.17;2019-01-04 13:34:00;Ewallet
783-09-1637;Mandalay;Normal;Female;Sports and travel;67.43;5;16.8575;354.0075;2019-03-06 18:13:00;Ewallet
687-15-1097;Naypyitaw;Member;Female;Health and beauty;21.12;2;2.112;44.352;2019-01-03 19:17:00;Cash
126-54-1082;Yangon;Member;Female;Home and lifestyle;21.54;9;9.693;203.553;2019-01-07 11:44:00;Credit card
633-91-1052;Yangon;Normal;Female;Home and lifestyle;12.03;2;1.203;25.263;2019-01-27 15:51:00;Cash
477-24-6490;Mandalay;Normal;Female;Health and beauty;99.71;6;29.913;628.173;2019-02-26 16:52:00;Ewallet
566-19-5475;Mandalay;Normal;Male;Fashion accessories;47.97;7;16.7895;352.5795;2019-01-07 20:52:00;Cash
526-86-8552;Naypyitaw;Member;Female;Home and lifestyle;21.82;10;10.91;229.11;2019-01-07 17:36:00;Cash
376-56-3573;Naypyitaw;Normal;Female;Fashion accessories;95.42;4;19.084;400.764;2019-02-02 13:23:00;Ewallet
537-72-0426;Naypyitaw;Member;Male;Fashion accessories;70.99;10;35.495;745.395;2019-03-20 16:28:00;Cash
828-61-5674;Yangon;Member;Male;Sports and travel;44.02;10;22.01;462.21;2019-03-20 19:57:00;Credit card
136-08-6195;Yangon;Normal;Female;Home and lifestyle;69.96;8;27.984;587.664;2019-02-15 17:01:00;Credit card
523-38-0215;Naypyitaw;Normal;Male;Home and lifestyle;37;1;1.85;38.85;2019-03-06 13:29:00;Credit card
490-29-1201;Yangon;Normal;Female;Sports and travel;15.34;1;0.767;16.107;2019-01-06 11:09:00;Cash
667-92-0055;Yangon;Member;Male;Health and beauty;99.83;6;29.949;628.929;2019-03-04 15:02:00;Ewallet
565-17-3836;Yangon;Member;Female;Health and beauty;47.67;4;9.534;200.214;2019-03-12 14:21:00;Cash
498-41-1961;Mandalay;Normal;Male;Health and beauty;66.68;5;16.67;350.07;2019-02-20 18:01:00;Cash
593-95-4461;Naypyitaw;Member;Male;Home and lifestyle;74.86;1;3.743;78.603;2019-03-24 14:49:00;Cash
226-71-3580;Naypyitaw;Normal;Female;Sports and travel;23.75;9;10.6875;224.4375;2019-01-31 12:02:00;Cash
283-79-9594;Mandalay;Normal;Female;Food and beverages;48.51;7;16.9785;356.5485;2019-01-25 13:30:00;Credit card
430-60-3493;Yangon;Member;Female;Home and lifestyle;94.88;7;33.208;697.368;2019-02-03 14:38:00;Cash
139-20-0155;Mandalay;Member;Male;Electronic accessories;40.3;10;20.15;423.15;2019-01-24 17:37:00;Credit card
558-80-4082;Naypyitaw;Normal;Male;Electronic accessories;27.85;7;9.7475;204.6975;2019-03-14 17:20:00;Ewallet
278-97-7759;Yangon;Member;Female;Electronic accessories;62.48;1;3.124;65.604;2019-02-18 20:29:00;Cash
316-68-6352;Yangon;Member;Female;Food and beverages;36.36;2;3.636;76.356;2019-01-21 10:00:00;Cash
585-03-5943;Mandalay;Normal;Male;Health and beauty;18.11;10;9.055;190.155;2019-03-13 11:46:00;Ewallet
211-05-0490;Naypyitaw;Member;Female;Electronic accessories;51.92;5;12.98;272.58;2019-03-03 13:42:00;Cash
727-75-6477;Naypyitaw;Normal;Male;Electronic accessories;28.84;4;5.768;121.128;2019-03-29 14:44:00;Cash
744-02-5987;Yangon;Member;Male;Home and lifestyle;78.38;6;23.514;493.794;2019-01-10 14:16:00;Ewallet
307-83-9164;Yangon;Member;Male;Home and lifestyle;60.01;4;12.002;252.042;2019-01-25 15:54:00;Cash
779-06-0012;Naypyitaw;Member;Female;Home and lifestyle;88.61;1;4.4305;93.0405;2019-01-19 10:21:00;Cash
446-47-6729;Naypyitaw;Normal;Male;Fashion accessories;99.82;2;9.982;209.622;2019-01-02 18:09:00;Credit card
573-10-3877;Mandalay;Member;Male;Health and beauty;39.01;1;1.9505;40.9605;2019-03-12 16:46:00;Credit card
735-06-4124;Naypyitaw;Normal;Male;Food and beverages;48.61;1;2.4305;51.0405;2019-02-25 15:31:00;Cash
439-54-7422;Yangon;Normal;Female;Electronic accessories;51.19;4;10.238;214.998;2019-03-18 17:15:00;Credit card
396-90-2219;Mandalay;Normal;Female;Electronic accessories;14.96;8;5.984;125.664;2019-02-23 12:29:00;Cash
411-77-0180;Yangon;Member;Male;Electronic accessories;72.2;7;25.27;530.67;2019-03-26 20:14:00;Ewallet
286-01-5402;Yangon;Normal;Female;Sports and travel;40.23;7;14.0805;295.6905;2019-03-30 13:22:00;Cash
803-17-8013;Yangon;Member;Female;Home and lifestyle;88.79;8;35.516;745.836;2019-02-17 17:09:00;Cash
512-98-1403;Yangon;Member;Female;Electronic accessories;26.48;3;3.972;83.412;2019-03-21 10:40:00;Ewallet
848-42-2560;Yangon;Normal;Female;Fashion accessories;81.91;2;8.191;172.011;2019-03-05 17:43:00;Cash
532-59-7201;Mandalay;Member;Male;Sports and travel;79.93;6;23.979;503.559;2019-01-31 14:04:00;Cash
181-94-6432;Naypyitaw;Member;Male;Fashion accessories;69.33;2;6.933;145.593;2019-02-05 19:05:00;Ewallet
870-76-1733;Yangon;Member;Female;Food and beverages;14.23;5;3.5575;74.7075;2019-02-01 10:08:00;Credit card
423-64-4619;Yangon;Member;Female;Health and beauty;15.55;9;6.9975;146.9475;2019-03-07 13:12:00;Cash
227-07-4446;Naypyitaw;Member;Female;Electronic accessories;78.13;10;39.065;820.365;2019-02-10 20:51:00;Cash
174-36-3675;Naypyitaw;Member;Male;Food and beverages;99.37;2;9.937;208.677;2019-02-14 17:29:00;Cash
428-83-5800;Naypyitaw;Member;Female;Food and beverages;21.08;3;3.162;66.402;2019-02-09 10:25:00;Cash
603-07-0961;Naypyitaw;Member;Male;Electronic accessories;74.79;5;18.6975;392.6475;2019-01-10 11:34:00;Cash
704-20-4138;Naypyitaw;Member;Female;Health and beauty;29.67;7;10.3845;218.0745;2019-03-11 18:58:00;Credit card
787-15-1757;Naypyitaw;Member;Male;Health and beauty;44.07;4;8.814;185.094;2019-02-18 16:28:00;Ewallet
649-11-3678;Naypyitaw;Normal;Female;Food and beverages;22.93;9;10.3185;216.6885;2019-02-26 20:26:00;Cash
622-20-1945;Naypyitaw;Normal;Female;Health and beauty;39.42;1;1.971;41.391;2019-01-18 15:08:00;Cash
372-94-8041;Yangon;Normal;Male;Health and beauty;15.26;6;4.578;96.138;2019-02-15 18:03:00;Ewallet
563-91-7120;Yangon;Normal;Female;Fashion accessories;61.77;5;15.4425;324.2925;2019-03-08 13:21:00;Cash
746-54-5508;Yangon;Normal;Male;Home and lifestyle;21.52;6;6.456;135.576;2019-01-17 12:48:00;Credit card
276-54-0879;Mandalay;Normal;Male;Sports and travel;97.74;4;19.548;410.508;2019-03-12 19:53:00;Ewallet
815-11-1168;Yangon;Member;Male;Food and beverages;99.78;5;24.945;523.845;2019-03-09 19:09:00;Cash
719-76-3868;Naypyitaw;Member;Male;Food and beverages;94.26;4;18.852;395.892;2019-03-12 16:30:00;Cash
730-61-8757;Mandalay;Member;Male;Health and beauty;51.13;4;10.226;214.746;2019-01-25 10:11:00;Credit card
340-66-0321;Yangon;Member;Male;Electronic accessories;36.36;4;7.272;152.712;2019-03-25 13:07:00;Cash
868-81-1752;Mandalay;Normal;Male;Home and lifestyle;22.02;9;9.909;208.089;2019-02-07 18:48:00;Cash
634-97-8956;Yangon;Normal;Male;Food and beverages;32.9;3;4.935;103.635;2019-02-17 17:27:00;Credit card
566-71-1091;Yangon;Normal;Male;Fashion accessories;77.02;5;19.255;404.355;2019-02-03 15:59:00;Cash
442-48-3607;Yangon;Member;Male;Food and beverages;23.48;2;2.348;49.308;2019-03-14 11:21:00;Credit card
835-16-0096;Naypyitaw;Member;Male;Sports and travel;14.7;5;3.675;77.175;2019-03-24 13:48:00;Ewallet
527-09-6272;Yangon;Member;Female;Electronic accessories;28.45;5;7.1125;149.3625;2019-03-21 10:17:00;Credit card
898-04-2717;Yangon;Normal;Male;Fashion accessories;76.4;9;34.38;721.98;2019-03-19 15:49:00;Ewallet
692-27-8933;Mandalay;Normal;Female;Sports and travel;57.95;6;17.385;365.085;2019-02-24 13:02:00;Cash
633-09-3463;Naypyitaw;Normal;Female;Electronic accessories;47.65;3;7.1475;150.0975;2019-03-28 12:58:00;Credit card
374-17-3652;Mandalay;Member;Female;Food and beverages;42.82;9;19.269;404.649;2019-02-05 15:26:00;Credit card
378-07-7001;Mandalay;Member;Male;Electronic accessories;48.09;3;7.2135;151.4835;2019-02-10 18:23:00;Credit card
433-75-6987;Mandalay;Member;Female;Health and beauty;55.97;7;19.5895;411.3795;2019-03-05 19:06:00;Ewallet
873-95-4984;Mandalay;Member;Female;Health and beauty;76.9;7;26.915;565.215;2019-02-15 20:21:00;Cash
416-13-5917;Naypyitaw;Normal;Female;Food and beverages;97.03;5;24.2575;509.4075;2019-01-30 16:24:00;Ewallet
150-89-8043;Yangon;Normal;Male;Sports and travel;44.65;3;6.6975;140.6475;2019-02-14 15:04:00;Cash
135-84-8019;Yangon;Normal;Female;Fashion accessories;77.93;9;35.0685;736.4385;2019-02-27 16:10:00;Ewallet
441-94-7118;Yangon;Member;Male;Electronic accessories;71.95;1;3.5975;75.5475;2019-02-04 12:14:00;Cash
725-96-3778;Naypyitaw;Member;Female;Home and lifestyle;89.25;8;35.7;749.7;2019-01-20 10:13:00;Cash
531-80-1784;Yangon;Normal;Male;Electronic accessories;26.02;7;9.107;191.247;2019-03-28 17:38:00;Cash
400-45-1220;Mandalay;Normal;Female;Health and beauty;13.5;10;6.75;141.75;2019-02-27 11:06:00;Credit card
860-79-0874;Naypyitaw;Member;Female;Fashion accessories;99.3;10;49.65;1042.65;2019-02-15 14:53:00;Credit card
834-61-8124;Yangon;Normal;Male;Electronic accessories;51.69;7;18.0915;379.9215;2019-01-26 18:22:00;Cash
115-99-4379;Mandalay;Member;Female;Fashion accessories;54.73;7;19.1555;402.2655;2019-03-14 19:02:00;Credit card
565-67-6697;Mandalay;Member;Male;Home and lifestyle;27;9;12.15;255.15;2019-03-02 14:16:00;Cash
320-49-6392;Naypyitaw;Normal;Female;Electronic accessories;30.24;1;1.512;31.752;2019-03-04 15:44:00;Cash
889-04-9723;Mandalay;Member;Female;Food and beverages;89.14;4;17.828;374.388;2019-01-07 12:20:00;Credit card
632-90-0281;Naypyitaw;Normal;Female;Fashion accessories;37.55;10;18.775;394.275;2019-03-08 20:01:00;Credit card
554-42-2417;Naypyitaw;Normal;Female;Sports and travel;95.44;10;47.72;1002.12;2019-01-09 13:45:00;Cash
453-63-6187;Mandalay;Normal;Male;Electronic accessories;27.5;3;4.125;86.625;2019-03-01 15:40:00;Ewallet
578-80-7669;Mandalay;Normal;Male;Sports and travel;74.97;1;3.7485;78.7185;2019-03-16 16:58:00;Cash
612-36-5536;Yangon;Member;Male;Food and beverages;80.96;8;32.384;680.064;2019-02-17 11:12:00;Credit card
605-72-4132;Naypyitaw;Normal;Female;Food and beverages;94.47;8;37.788;793.548;2019-02-27 15:12:00;Cash
471-41-2823;Naypyitaw;Normal;Male;Food and beverages;99.79;2;9.979;209.559;2019-03-07 20:37:00;Ewallet
462-67-9126;Yangon;Normal;Male;Home and lifestyle;73.22;6;21.966;461.286;2019-01-21 17:44:00;Cash
272-27-9238;Naypyitaw;Normal;Female;Food and beverages;41.24;4;8.248;173.208;2019-02-19 16:23:00;Cash
834-25-9262;Naypyitaw;Normal;Female;Fashion accessories;81.68;4;16.336;343.056;2019-01-06 12:12:00;Cash
122-61-9553;Naypyitaw;Normal;Female;Electronic accessories;51.32;9;23.094;484.974;2019-03-14 19:33:00;Cash
468-88-0009;Yangon;Member;Male;Home and lifestyle;65.94;4;13.188;276.948;2019-03-24 10:29:00;Cash
613-59-9758;Naypyitaw;Normal;Female;Sports and travel;14.36;10;7.18;150.78;2019-01-27 14:28:00;Cash
254-31-0042;Yangon;Member;Male;Electronic accessories;21.5;9;9.675;203.175;2019-03-06 12:46:00;Credit card
201-86-2184;Mandalay;Member;Female;Electronic accessories;26.26;7;9.191;193.011;2019-02-02 19:40:00;Cash
261-12-8671;Mandalay;Normal;Female;Fashion accessories;60.96;2;6.096;128.016;2019-01-25 19:39:00;Credit card
730-70-9830;Naypyitaw;Normal;Female;Home and lifestyle;70.11;6;21.033;441.693;2019-03-14 17:54:00;Ewallet
382-25-8917;Naypyitaw;Normal;Male;Fashion accessories;42.08;6;12.624;265.104;2019-01-29 12:25:00;Cash
422-29-8786;Yangon;Normal;Female;Home and lifestyle;67.09;5;16.7725;352.2225;2019-01-03 16:47:00;Credit card
667-23-5919;Yangon;Member;Female;Fashion accessories;96.7;5;24.175;507.675;2019-01-14 12:52:00;Ewallet
843-01-4703;Mandalay;Member;Female;Home and lifestyle;35.38;9;15.921;334.341;2019-01-05 19:50:00;Credit card
743-88-1662;Naypyitaw;Normal;Male;Sports and travel;95.49;7;33.4215;701.8515;2019-02-22 18:17:00;Ewallet
595-86-2894;Naypyitaw;Member;Male;Fashion accessories;96.98;4;19.396;407.316;2019-02-06 17:20:00;Ewallet
182-69-8360;Mandalay;Normal;Female;Electronic accessories;23.65;4;4.73;99.33;2019-01-30 13:32:00;Credit card
289-15-7034;Yangon;Member;Male;Sports and travel;82.33;4;16.466;345.786;2019-01-11 10:37:00;Credit card
462-78-5240;Naypyitaw;Normal;Female;Electronic accessories;26.61;2;2.661;55.881;2019-03-19 14:35:00;Cash
868-52-7573;Mandalay;Normal;Female;Food and beverages;99.69;5;24.9225;523.3725;2019-01-14 12:09:00;Cash
153-58-4872;Naypyitaw;Member;Female;Food and beverages;74.89;4;14.978;314.538;2019-03-01 15:32:00;Ewallet
662-72-2873;Yangon;Normal;Female;Food and beverages;40.94;5;10.235;214.935;2019-01-06 13:58:00;Ewallet
525-88-7307;Mandalay;Member;Male;Sports and travel;75.82;1;3.791;79.611;2019-01-31 13:19:00;Cash
689-16-9784;Naypyitaw;Normal;Male;Food and beverages;46.77;6;14.031;294.651;2019-03-11 13:37:00;Cash
725-56-0833;Yangon;Normal;Female;Health and beauty;32.32;10;16.16;339.36;2019-02-20 16:49:00;Credit card
394-41-0748;Naypyitaw;Member;Female;Fashion accessories;54.07;9;24.3315;510.9615;2019-01-27 14:55:00;Ewallet
596-42-3999;Mandalay;Normal;Male;Food and beverages;18.22;7;6.377;133.917;2019-03-10 14:04:00;Credit card
541-89-9860;Naypyitaw;Member;Female;Fashion accessories;80.48;3;12.072;253.512;2019-02-15 12:31:00;Cash
173-82-9529;Mandalay;Normal;Female;Fashion accessories;37.95;10;18.975;398.475;2019-01-26 14:51:00;Cash
563-36-9814;Yangon;Member;Male;Electronic accessories;76.82;1;3.841;80.661;2019-02-13 18:27:00;Ewallet
308-47-4913;Yangon;Member;Female;Sports and travel;52.26;10;26.13;548.73;2019-03-09 12:45:00;Credit card
885-17-6250;Yangon;Normal;Female;Health and beauty;79.74;1;3.987;83.727;2019-03-06 10:36:00;Ewallet
726-27-2396;Yangon;Normal;Female;Health and beauty;77.5;5;19.375;406.875;2019-01-24 20:36:00;Ewallet
316-01-3952;Yangon;Normal;Female;Food and beverages;54.27;5;13.5675;284.9175;2019-03-13 14:16:00;Ewallet
760-54-1821;Mandalay;Normal;Male;Home and lifestyle;13.59;9;6.1155;128.4255;2019-03-15 10:26:00;Cash
793-10-3222;Mandalay;Member;Female;Health and beauty;41.06;6;12.318;258.678;2019-03-05 13:30:00;Credit card
346-12-3257;Mandalay;Member;Male;Electronic accessories;19.24;9;8.658;181.818;2019-03-04 16:28:00;Cash
110-05-6330;Naypyitaw;Normal;Female;Food and beverages;39.43;6;11.829;248.409;2019-03-25 20:18:00;Credit card
651-61-0874;Naypyitaw;Normal;Male;Home and lifestyle;46.22;4;9.244;194.124;2019-03-12 20:04:00;Credit card
236-86-3015;Naypyitaw;Member;Male;Home and lifestyle;13.98;1;0.699;14.679;2019-02-04 13:38:00;Ewallet
831-64-0259;Mandalay;Normal;Female;Fashion accessories;39.75;5;9.9375;208.6875;2019-02-22 10:43:00;Ewallet
587-03-7455;Naypyitaw;Member;Female;Fashion accessories;97.79;7;34.2265;718.7565;2019-02-16 17:30:00;Ewallet
882-40-4577;Yangon;Member;Male;Sports and travel;67.26;4;13.452;282.492;2019-01-19 15:28:00;Credit card
732-67-5346;Yangon;Normal;Male;Food and beverages;13.79;5;3.4475;72.3975;2019-01-11 19:07:00;Credit card
725-32-9708;Mandalay;Member;Female;Fashion accessories;68.71;4;13.742;288.582;2019-01-04 19:01:00;Cash
256-08-8343;Yangon;Normal;Female;Home and lifestyle;56.53;4;11.306;237.426;2019-03-04 19:48:00;Ewallet
372-26-1506;Naypyitaw;Normal;Female;Fashion accessories;23.82;5;5.955;125.055;2019-01-28 19:24:00;Ewallet
244-08-0162;Mandalay;Normal;Female;Health and beauty;34.21;10;17.105;359.205;2019-01-02 13:00:00;Cash
569-71-4390;Mandalay;Normal;Male;Sports and travel;21.87;2;2.187;45.927;2019-01-25 14:29:00;Ewallet
132-23-6451;Yangon;Member;Male;Health and beauty;20.97;5;5.2425;110.0925;2019-01-04 13:21:00;Cash
696-90-2548;Yangon;Normal;Male;Sports and travel;25.84;3;3.876;81.396;2019-03-10 18:55:00;Ewallet
472-15-9636;Yangon;Normal;Male;Home and lifestyle;50.93;8;20.372;427.812;2019-03-22 19:36:00;Ewallet
268-03-6164;Mandalay;Normal;Male;Health and beauty;96.11;1;4.8055;100.9155;2019-01-25 16:28:00;Ewallet
750-57-9686;Naypyitaw;Normal;Female;Home and lifestyle;45.38;4;9.076;190.596;2019-01-08 13:48:00;Credit card
186-09-3669;Naypyitaw;Member;Female;Health and beauty;81.51;1;4.0755;85.5855;2019-01-22 10:57:00;Ewallet
848-07-1692;Mandalay;Normal;Female;Health and beauty;57.22;2;5.722;120.162;2019-01-12 17:13:00;Ewallet
745-71-3520;Yangon;Member;Female;Electronic accessories;25.22;7;8.827;185.367;2019-02-04 10:23:00;Cash
266-76-6436;Naypyitaw;Member;Female;Food and beverages;38.6;3;5.79;121.59;2019-03-28 13:57:00;Ewallet
740-22-2500;Naypyitaw;Normal;Female;Electronic accessories;84.05;3;12.6075;264.7575;2019-01-23 13:29:00;Cash
271-88-8734;Naypyitaw;Member;Female;Fashion accessories;97.21;10;48.605;1020.705;2019-02-08 13:00:00;Credit card
301-81-8610;Mandalay;Member;Male;Fashion accessories;25.42;8;10.168;213.528;2019-03-19 19:42:00;Credit card
489-64-4354;Naypyitaw;Normal;Male;Fashion accessories;16.28;1;0.814;17.094;2019-03-09 15:36:00;Cash
198-84-7132;Mandalay;Member;Male;Fashion accessories;40.61;9;18.2745;383.7645;2019-01-02 13:40:00;Cash
269-10-8440;Yangon;Member;Male;Health and beauty;53.17;7;18.6095;390.7995;2019-01-21 18:01:00;Cash
650-98-6268;Mandalay;Member;Female;Food and beverages;20.87;3;3.1305;65.7405;2019-03-20 13:53:00;Credit card
741-73-3559;Mandalay;Normal;Male;Sports and travel;67.27;5;16.8175;353.1675;2019-02-27 17:27:00;Cash
325-77-6186;Yangon;Member;Female;Home and lifestyle;90.65;10;45.325;951.825;2019-03-08 10:53:00;Ewallet
286-75-7818;Mandalay;Normal;Male;Fashion accessories;69.08;2;6.908;145.068;2019-01-31 19:48:00;Credit card
574-57-9721;Naypyitaw;Normal;Male;Food and beverages;43.27;2;4.327;90.867;2019-03-08 16:53:00;Ewallet
459-50-7686;Yangon;Normal;Female;Electronic accessories;23.46;6;7.038;147.798;2019-01-13 19:14:00;Ewallet
616-87-0016;Mandalay;Normal;Male;Fashion accessories;95.54;7;33.439;702.219;2019-03-09 14:36:00;Credit card
837-55-7229;Mandalay;Normal;Female;Fashion accessories;47.44;1;2.372;49.812;2019-02-22 18:19:00;Credit card
751-69-0068;Naypyitaw;Normal;Male;Sports and travel;99.24;9;44.658;937.818;2019-03-19 19:09:00;Ewallet
257-73-1380;Naypyitaw;Member;Male;Sports and travel;82.93;4;16.586;348.306;2019-01-20 16:51:00;Ewallet
345-08-4992;Yangon;Normal;Male;Home and lifestyle;33.99;6;10.197;214.137;2019-03-08 15:37:00;Credit card
549-96-4200;Naypyitaw;Member;Male;Food and beverages;17.04;4;3.408;71.568;2019-03-08 20:15:00;Ewallet
810-60-6344;Naypyitaw;Normal;Female;Electronic accessories;40.86;8;16.344;343.224;2019-02-07 14:38:00;Credit card
450-28-2866;Naypyitaw;Member;Male;Food and beverages;17.44;5;4.36;91.56;2019-01-15 19:25:00;Cash
394-30-3170;Mandalay;Member;Female;Sports and travel;88.43;8;35.372;742.812;2019-03-22 19:35:00;Credit card
138-17-5109;Yangon;Member;Female;Home and lifestyle;89.21;9;40.1445;843.0345;2019-01-15 15:42:00;Credit card
192-98-7397;Naypyitaw;Normal;Male;Fashion accessories;12.78;1;0.639;13.419;2019-01-08 14:11:00;Ewallet
301-11-9629;Yangon;Normal;Female;Sports and travel;19.1;7;6.685;140.385;2019-01-15 10:43:00;Cash
390-80-5128;Mandalay;Member;Female;Health and beauty;19.15;1;0.9575;20.1075;2019-01-28 17:58:00;Credit card
235-46-8343;Naypyitaw;Member;Male;Food and beverages;27.66;10;13.83;290.43;2019-02-14 11:26:00;Credit card
453-12-7053;Naypyitaw;Normal;Male;Fashion accessories;45.74;3;6.861;144.081;2019-03-10 17:38:00;Credit card
296-11-7041;Mandalay;Member;Female;Health and beauty;27.07;1;1.3535;28.4235;2019-01-12 20:07:00;Credit card
449-27-2918;Mandalay;Member;Female;Sports and travel;39.12;1;1.956;41.076;2019-03-26 11:02:00;Credit card
891-01-7034;Mandalay;Normal;Female;Electronic accessories;74.71;6;22.413;470.673;2019-01-01 19:07:00;Cash
744-09-5786;Mandalay;Normal;Male;Electronic accessories;22.01;6;6.603;138.663;2019-01-02 18:50:00;Cash
727-17-0390;Yangon;Normal;Female;Food and beverages;63.61;5;15.9025;333.9525;2019-03-16 12:43:00;Ewallet
568-88-3448;Yangon;Normal;Male;Health and beauty;25;1;1.25;26.25;2019-03-03 15:09:00;Ewallet
187-83-5490;Yangon;Member;Male;Electronic accessories;20.77;4;4.154;87.234;2019-01-31 13:47:00;Cash
767-54-1907;Mandalay;Member;Female;Fashion accessories;29.56;5;7.39;155.19;2019-02-13 16:59:00;Cash
710-46-4433;Mandalay;Member;Female;Food and beverages;77.4;9;34.83;731.43;2019-02-15 14:15:00;Credit card
533-33-5337;Mandalay;Normal;Male;Electronic accessories;79.39;10;39.695;833.595;2019-02-07 20:24:00;Cash
325-90-8763;Naypyitaw;Member;Female;Electronic accessories;46.57;10;23.285;488.985;2019-01-27 13:58:00;Cash
729-46-7422;Naypyitaw;Normal;Male;Food and beverages;35.89;1;1.7945;37.6845;2019-02-23 16:52:00;Credit card
639-76-1242;Naypyitaw;Normal;Male;Food and beverages;40.52;5;10.13;212.73;2019-02-03 15:19:00;Cash
234-03-4040;Mandalay;Member;Female;Food and beverages;73.05;10;36.525;767.025;2019-03-03 12:25:00;Credit card
326-71-2155;Naypyitaw;Normal;Female;Sports and travel;73.95;4;14.79;310.59;2019-02-03 10:02:00;Cash
320-32-8842;Naypyitaw;Member;Female;Food and beverages;22.62;1;1.131;23.751;2019-03-17 18:58:00;Cash
